院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	アジスロマイシン錠250mg「F」	Azithromycin	富士製薬工業	日本ケミファ	錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1044	122948601，122948602	薬価収載2013.12.13	アジスロマイシン250FJ FJ26	白		無水リン酸水素カルシウム，部分アルファー化デンプン，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ラウリル硫酸ナトリウム，ヒプロメロース，マクロゴール6000，タルク，酸化チタン，カルナウバロウ
	アジスロマイシン錠250mg「JG」		長生堂製薬	日本ジェネリック	錠：内服	250mg1錠	126.60円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1052	122908001	薬価収載2013.12.13	JG J45	白		乳糖水和物，無水リン酸水素カルシウム，部分アルファー化デンプン，ヒドロキシプロピルセルロース，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン錠250mg「KN」	Azithromycin「KN」	小林化工	田辺三菱製薬，田辺製薬販売	錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1060	122742001，122742002	薬価収載2013.12.13	KN407／アジスロ250	白		無水リン酸水素カルシウム，部分アルファー化デンプン，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ラウリル硫酸ナトリウム，ヒプロメロース，酸化チタン，マクロゴール400
	アジスロマイシン錠250mg「KOG」	Azithromycin“KOG”	興和	興和創薬	錠：内服	250mg1錠	126.60円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1079	122768001	薬価収載2013.12.13	KOG／AM250 KOG AM250	白～帯黄白		無水リン酸水素カルシウム，部分アルファー化デンプン，ラウリル硫酸ナトリウム，クロスカルメロースナトリウム，ステアリン酸マグネシウム，乳糖水和物，ヒプロメロース，トリアセチン，酸化チタン，カルナウバロウ
	アジスロマイシン錠250mg「NP」	Azithromycin	ニプロ		錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1087	122969101	薬価収載2013.12.13	NP727／AZM250 NP-727	白～帯黄白		無水リン酸水素カルシウム，部分アルファー化デンプン，ラウリル硫酸ナトリウム，クロスカルメロースナトリウム，ステアリン酸マグネシウム，乳糖水和物，ヒプロメロース，トリアセチン，酸化チタン，カルナウバロウ
	アジスロマイシン錠250mg「SN」	Azithromycin	シオノケミカル		錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1095	123034501	薬価収載2013.12.13	AZL	白		乳糖水和物，無水リン酸水素カルシウム，部分アルファー化デンプン，ヒドロキシプロピルセルロース，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン錠250mg「TCK」	Azithromycin	辰巳化学		錠：内服	250mg1錠	126.60円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1192	123529601	薬価収載2014.06.20	TU721	白		乳糖水和物，リン酸水素Ca，部分アルファー化デンプン，ヒドロキシプロピルセルロース，クロスカルメロースNa，ステアリン酸Mg，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン錠250mg「YD」	Azithromycin	陽進堂		錠：内服	250mg1錠	126.60円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1109	122696601	薬価収載2013.12.13	YD910	白		乳糖水和物，リン酸水素Ca，部分アルファー化デンプン，ヒドロキシプロピルセルロース，クロスカルメロースNa，ステアリン酸Mg，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン錠250mg「アメル」	Azithromycin	共和薬品工業		錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1117	122756701	薬価収載2013.12.13	Kw031／AZM250	白～帯黄白		無水リン酸水素カルシウム，部分アルファー化デンプン，ラウリル硫酸ナトリウム，クロスカルメロースナトリウム，ステアリン酸マグネシウム，乳糖水和物，ヒプロメロース，トリアセチン，酸化チタン，カルナウバロウ
	アジスロマイシン錠250mg「サワイ」	Azithromycin	沢井製薬		錠：内服	250mg1錠	126.60円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1125	122954701	薬価収載2013.12.13	アジスロマイシン250SW	白		カルナウバロウ，クロスカルメロースNa，酸化チタン，ステアリン酸Mg，タルク，ヒプロメロース，部分アルファー化デンプン，マクロゴール6000，ラウリル硫酸Na，リン酸水素Ca
	アジスロマイシン錠250mg「サンド」	Azithromycin［SANDOZ］	サンド		錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1133	122898401	薬価収載2013.12.13	A250	白		無水リン酸水素カルシウム，結晶セルロース，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，クロスカルメロースナトリウム，部分アルファー化デンプン，軽質無水ケイ酸，ラウリル硫酸ナトリウム，ヒプロメロース，タルク，酸化チタン，トリアセチン
	アジスロマイシン錠250mg「タカタ」	Azithromycin	高田製薬		錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1141	122744401	薬価収載2013.12.13	A250 TTS-668	白		無水リン酸水素カルシウム，ヒドロキシプロピルセルロース，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	アジスロマイシン錠250mg「テバ」	Azithromycin“TEVA”	武田テバ薬品	テバ製薬	錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1150	122828101	薬価収載2013.12.13	TEVA／A250 TEVA A250	白		無水リン酸水素カルシウム，結晶セルロース，アルファー化デンプン，ヒプロメロース，ラウリル硫酸ナトリウム，ステアリン酸マグネシウム，ヒドロキシプロピルメチルセルロース2910，酸化チタン，マクロゴール400
	アジスロマイシン錠250mg「トーワ」	Azithromycin“TOWA”	東和薬品		錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1168	122815101	薬価収載2013.12.13	Tw718／250	白		結晶セルロース，ヒドロキシプロピルセルロース，メタケイ酸アルミン酸Mg，クロスカルメロースNa，ステアリン酸Mg，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン錠250mg「日医工」	Azithromycin	日医工		錠：内服	250mg1錠	126.60円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1176	122708601	薬価収載2013.12.13	〓789／250 〓789 250 〓789	白		セルロース，ヒドロキシプロピルセルロース，メタケイ酸アルミン酸マグネシウム，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン錠250mg「わかもと」	Azithromycin「WAKAMOTO」	わかもと製薬		錠：内服	250mg1錠	107.70円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1184	122754301，122754302	薬価収載2013.12.13	AW／AZM250 AW AZM250	白		リン酸水素カルシウム水和物，乳糖水和物，アルファー化デンプン，ラウリル硫酸ナトリウム，ステアリン酸マグネシウム，クロスカルメロースナトリウム，ヒプロメロース，酸化チタン，トリアセチン
	アジスロマイシン錠500mg「トーワ」	Azithromycin“TOWA”	東和薬品		錠：内服	500mg1錠	237.40円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F4027	122816801	薬価収載2013.12.13	Tw719／500	白		結晶セルロース，ヒドロキシプロピルセルロース，メタケイ酸アルミン酸Mg，クロスカルメロースNa，ステアリン酸Mg，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン錠500mg「日医工」	Azithromycin	日医工		錠：内服	500mg1錠	237.40円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F4035	122709301	薬価収載2013.12.13	〓790／500 〓790 500 〓790	白		セルロース，ヒドロキシプロピルセルロース，メタケイ酸アルミン酸マグネシウム，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，タルク
	アジスロマイシン小児用細粒10％「タカタ」	Azithromycin	高田製薬		細粒：内服	100mg1g	149.00円／g	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004C1080	122745101	薬価収載2013.12.13				アミノアルキルメタクリレートコポリマーE，乳糖水和物，タルク，結晶セルロース，ヒドロキシプロピルセルロース，D-マンニトール，サッカリンナトリウム水和物，スクラロース，アセスルファムカリウム，グリチルリチン酸一アンモニウム，キサンタンガム，黄色三二酸化鉄，香料，ステアリン酸マグネシウム，含水二酸化ケイ素
	アジスロマイシン小児用錠100mg「タカタ」	Azithromycin	高田製薬		錠：内服	100mg1錠	105.60円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F3020	122746801	薬価収載2013.12.13	TTS700 TTS-700	白		結晶セルロース，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，マクロゴール6000，カルナウバロウ
	アシビル内服ゼリー200mg	Acivir	日医工	テバ製薬	ゼリー：内服	200mg1包	173.40円／包	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002Q1026	114469701，114469703，114469704，114469705，114469706	薬価収載2001.07.06				カラギーナン，カロブビーンガム，ポリアクリル酸Na，グリセリン，D-ソルビトール，パラオキシ安息香酸プロピル，クエン酸Na，クエン酸，香料，エタノール
	アシビル内服ゼリー800mg	Acivir	日医工	テバ製薬	ゼリー：内服	800mg1包	513.80円／包	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002Q2022	114470301，114470303，114470304，114470305，114470306	薬価収載2001.07.06				カラギーナン，カロブビーンガム，ポリアクリル酸Na，グリセリン，D-ソルビトール，パラオキシ安息香酸プロピル，クエン酸Na，クエン酸，香料，エタノール
	【削除品】アシロミン錠200	Acilomin	メディサ新薬	化研生薬，日医工	錠：内服	200mg1錠	89.90円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1041		薬価削除2016.03.31				軽質無水ケイ酸，結晶セルロース，ステアリン酸Mg，デンプングリコール酸Na，メチルセルロース
	【削除品】アシロミン錠400	Acilomin	メディサ新薬	化研生薬	錠：内服	400mg1錠	58.60円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2218	118936001	薬価削除2016.03.31				軽質無水ケイ酸，結晶セルロース，ステアリン酸Mg，デンプングリコール酸Na，メチルセルロース
